name,owner,stargazers,pullRequests,allIssues,closedIssues,primaryLanguage,createdAt
first-contributions,{'login': 'firstcontributions'},{'totalCount': 46961},{'totalCount': 79695},{'totalCount': 857},{'totalCount': 829},,2016-09-20T14:35:09Z
llm-course,{'login': 'mlabonne'},{'totalCount': 46847},{'totalCount': 1},{'totalCount': 74},{'totalCount': 27},{'name': 'Jupyter Notebook'},2023-06-17T22:16:25Z
awesome-wechat-weapp,{'login': 'justjavac'},{'totalCount': 46764},{'totalCount': 277},{'totalCount': 0},{'totalCount': 0},,2016-09-22T20:04:48Z
Motrix,{'login': 'agalwood'},{'totalCount': 46722},{'totalCount': 192},{'totalCount': 1325},{'totalCount': 589},{'name': 'JavaScript'},2018-12-18T11:45:05Z
PaddleOCR,{'login': 'PaddlePaddle'},{'totalCount': 46650},{'totalCount': 2596},{'totalCount': 9444},{'totalCount': 9417},{'name': 'Python'},2020-05-08T10:38:16Z
serverless,{'login': 'serverless'},{'totalCount': 46597},{'totalCount': 4721},{'totalCount': 6447},{'totalCount': 5319},{'name': 'JavaScript'},2015-04-21T03:48:40Z
PowerShell,{'login': 'PowerShell'},{'totalCount': 46530},{'totalCount': 7284},{'totalCount': 12695},{'totalCount': 11705},{'name': 'C#'},2016-01-13T23:41:35Z
alist,{'login': 'AlistGo'},{'totalCount': 46523},{'totalCount': 778},{'totalCount': 3974},{'totalCount': 3612},{'name': 'Go'},2020-12-23T17:40:29Z
100-Days-Of-ML-Code,{'login': 'Avik-Jain'},{'totalCount': 46461},{'totalCount': 6},{'totalCount': 0},{'totalCount': 0},,2018-07-05T09:11:43Z
julia,{'login': 'JuliaLang'},{'totalCount': 46454},{'totalCount': 24930},{'totalCount': 24710},{'totalCount': 20719},{'name': 'Julia'},2011-04-21T07:01:50Z
okhttp,{'login': 'square'},{'totalCount': 46155},{'totalCount': 3517},{'totalCount': 4115},{'totalCount': 3970},{'name': 'Kotlin'},2012-07-23T13:42:55Z
design-patterns-for-humans,{'login': 'kamranahmedse'},{'totalCount': 45984},{'totalCount': 50},{'totalCount': 52},{'totalCount': 47},,2017-02-16T21:24:39Z
react,{'login': 'typescript-cheatsheets'},{'totalCount': 45949},{'totalCount': 370},{'totalCount': 216},{'totalCount': 212},{'name': 'JavaScript'},2018-06-02T04:08:16Z
learn-regex,{'login': 'ziishaned'},{'totalCount': 45899},{'totalCount': 124},{'totalCount': 86},{'totalCount': 35},,2017-07-22T12:21:03Z
AFFiNE,{'login': 'toeverything'},{'totalCount': 45893},{'totalCount': 6413},{'totalCount': 2441},{'totalCount': 2098},{'name': 'TypeScript'},2022-07-31T18:45:21Z
Projects,{'login': 'karan'},{'totalCount': 45802},{'totalCount': 19},{'totalCount': 74},{'totalCount': 33},,2013-07-04T13:37:27Z
v2ray-core,{'login': 'v2ray'},{'totalCount': 45777},{'totalCount': 203},{'totalCount': 2584},{'totalCount': 2576},{'name': 'Go'},2015-09-04T11:42:53Z
gogs,{'login': 'gogs'},{'totalCount': 45510},{'totalCount': 1739},{'totalCount': 5117},{'totalCount': 4216},{'name': 'Go'},2014-02-12T01:57:08Z
x64dbg,{'login': 'x64dbg'},{'totalCount': 45459},{'totalCount': 698},{'totalCount': 2540},{'totalCount': 1918},{'name': 'C++'},2015-04-11T20:48:23Z
huginn,{'login': 'huginn'},{'totalCount': 44980},{'totalCount': 1041},{'totalCount': 2154},{'totalCount': 1568},{'name': 'Ruby'},2013-03-10T06:00:31Z
architecture-samples,{'login': 'android'},{'totalCount': 44784},{'totalCount': 231},{'totalCount': 480},{'totalCount': 346},{'name': 'Kotlin'},2016-02-05T13:42:07Z
30-Days-Of-Python,{'login': 'Asabeneh'},{'totalCount': 44685},{'totalCount': 55},{'totalCount': 128},{'totalCount': 75},{'name': 'Python'},2019-11-19T17:24:16Z
quill,{'login': 'slab'},{'totalCount': 44674},{'totalCount': 379},{'totalCount': 3708},{'totalCount': 3262},{'name': 'TypeScript'},2012-07-30T23:23:18Z
pandas,{'login': 'pandas-dev'},{'totalCount': 44659},{'totalCount': 26501},{'totalCount': 27213},{'totalCount': 23598},{'name': 'Python'},2010-08-24T01:37:33Z
meteor,{'login': 'meteor'},{'totalCount': 44571},{'totalCount': 2398},{'totalCount': 9153},{'totalCount': 8879},{'name': 'JavaScript'},2012-01-19T01:58:17Z
pixijs,{'login': 'pixijs'},{'totalCount': 44571},{'totalCount': 3569},{'totalCount': 5836},{'totalCount': 5461},{'name': 'TypeScript'},2013-01-21T22:40:50Z
jest,{'login': 'jestjs'},{'totalCount': 44535},{'totalCount': 5593},{'totalCount': 7991},{'totalCount': 7719},{'name': 'TypeScript'},2013-12-10T00:18:04Z
json,{'login': 'nlohmann'},{'totalCount': 44485},{'totalCount': 807},{'totalCount': 2283},{'totalCount': 2233},{'name': 'C++'},2013-07-04T08:47:49Z
type-challenges,{'login': 'type-challenges'},{'totalCount': 44457},{'totalCount': 574},{'totalCount': 34993},{'totalCount': 3643},{'name': 'TypeScript'},2020-07-23T14:33:11Z
AdminLTE,{'login': 'ColorlibHQ'},{'totalCount': 44355},{'totalCount': 1539},{'totalCount': 2863},{'totalCount': 2734},{'name': 'Astro'},2013-12-25T02:52:40Z
terraform,{'login': 'hashicorp'},{'totalCount': 44222},{'totalCount': 12206},{'totalCount': 21259},{'totalCount': 19450},{'name': 'Go'},2014-03-13T22:25:48Z
Deep-Live-Cam,{'login': 'hacksider'},{'totalCount': 44075},{'totalCount': 69},{'totalCount': 642},{'totalCount': 632},{'name': 'Python'},2023-09-24T13:19:31Z
open-source-ios-apps,{'login': 'dkhamsing'},{'totalCount': 44012},{'totalCount': 1250},{'totalCount': 300},{'totalCount': 300},,2015-01-26T23:32:34Z
30-Days-Of-JavaScript,{'login': 'Asabeneh'},{'totalCount': 43979},{'totalCount': 98},{'totalCount': 168},{'totalCount': 59},{'name': 'JavaScript'},2019-12-23T14:07:40Z
PythonDataScienceHandbook,{'login': 'jakevdp'},{'totalCount': 43923},{'totalCount': 28},{'totalCount': 199},{'totalCount': 78},{'name': 'Jupyter Notebook'},2016-08-10T14:24:36Z
query,{'login': 'TanStack'},{'totalCount': 43908},{'totalCount': 2451},{'totalCount': 2030},{'totalCount': 1981},{'name': 'TypeScript'},2019-09-10T19:23:58Z
fuels-ts,{'login': 'FuelLabs'},{'totalCount': 43899},{'totalCount': 1856},{'totalCount': 1400},{'totalCount': 1315},{'name': 'TypeScript'},2021-09-03T18:11:03Z
fuels-rs,{'login': 'FuelLabs'},{'totalCount': 43889},{'totalCount': 858},{'totalCount': 634},{'totalCount': 551},{'name': 'Rust'},2021-10-31T22:33:54Z
pocketbase,{'login': 'pocketbase'},{'totalCount': 43883},{'totalCount': 49},{'totalCount': 1719},{'totalCount': 1699},{'name': 'Go'},2022-07-05T06:06:21Z
hyper,{'login': 'vercel'},{'totalCount': 43731},{'totalCount': 3291},{'totalCount': 3787},{'totalCount': 2868},{'name': 'TypeScript'},2016-07-01T06:01:21Z
parcel,{'login': 'parcel-bundler'},{'totalCount': 43670},{'totalCount': 2577},{'totalCount': 5417},{'totalCount': 4902},{'name': 'JavaScript'},2017-08-07T16:36:47Z
htmx,{'login': 'bigskysoftware'},{'totalCount': 43652},{'totalCount': 872},{'totalCount': 1486},{'totalCount': 930},{'name': 'JavaScript'},2020-04-13T16:17:51Z
zx,{'login': 'google'},{'totalCount': 43625},{'totalCount': 372},{'totalCount': 465},{'totalCount': 453},{'name': 'JavaScript'},2021-05-05T05:50:01Z
awesome-react-components,{'login': 'brillout'},{'totalCount': 43615},{'totalCount': 324},{'totalCount': 51},{'totalCount': 44},,2016-06-24T15:19:33Z
TensorFlow-Examples,{'login': 'aymericdamien'},{'totalCount': 43538},{'totalCount': 88},{'totalCount': 236},{'totalCount': 70},{'name': 'Jupyter Notebook'},2015-11-11T14:21:19Z
build-web-application-with-golang,{'login': 'astaxie'},{'totalCount': 43440},{'totalCount': 757},{'totalCount': 303},{'totalCount': 182},{'name': 'Go'},2012-08-02T11:49:35Z
babel,{'login': 'babel'},{'totalCount': 43424},{'totalCount': 6061},{'totalCount': 8919},{'totalCount': 8287},{'name': 'TypeScript'},2014-09-28T13:38:23Z
Fooocus,{'login': 'lllyasviel'},{'totalCount': 43366},{'totalCount': 447},{'totalCount': 1566},{'totalCount': 1366},{'name': 'Python'},2023-08-09T18:43:40Z
retrofit,{'login': 'square'},{'totalCount': 43326},{'totalCount': 1048},{'totalCount': 2731},{'totalCount': 2608},{'name': 'HTML'},2010-09-06T21:39:43Z
CppCoreGuidelines,{'login': 'isocpp'},{'totalCount': 43308},{'totalCount': 807},{'totalCount': 1196},{'totalCount': 951},{'name': 'CSS'},2015-08-19T20:22:52Z
discourse,{'login': 'discourse'},{'totalCount': 43291},{'totalCount': 27424},{'totalCount': 0},{'totalCount': 0},{'name': 'Ruby'},2013-01-12T00:25:55Z
frontend-dev-bookmarks,{'login': 'dypsilon'},{'totalCount': 43253},{'totalCount': 129},{'totalCount': 107},{'totalCount': 82},,2013-06-22T13:23:55Z
jadx,{'login': 'skylot'},{'totalCount': 42909},{'totalCount': 525},{'totalCount': 1797},{'totalCount': 1388},{'name': 'Java'},2013-03-18T17:08:21Z
open-source-mac-os-apps,{'login': 'serhii-londar'},{'totalCount': 42852},{'totalCount': 523},{'totalCount': 206},{'totalCount': 158},,2017-11-03T02:35:33Z
awesome-java,{'login': 'akullpp'},{'totalCount': 42835},{'totalCount': 691},{'totalCount': 135},{'totalCount': 133},,2014-07-09T10:12:43Z
text-generation-webui,{'login': 'oobabooga'},{'totalCount': 42600},{'totalCount': 1076},{'totalCount': 3798},{'totalCount': 3586},{'name': 'Python'},2022-12-21T04:17:37Z
brew,{'login': 'Homebrew'},{'totalCount': 42595},{'totalCount': 12086},{'totalCount': 4626},{'totalCount': 4552},{'name': 'Ruby'},2016-03-06T05:08:38Z
react-use,{'login': 'streamich'},{'totalCount': 42552},{'totalCount': 1520},{'totalCount': 587},{'totalCount': 244},{'name': 'TypeScript'},2018-10-27T10:16:05Z
grpc,{'login': 'grpc'},{'totalCount': 42490},{'totalCount': 19590},{'totalCount': 11599},{'totalCount': 10925},{'name': 'C++'},2014-12-08T18:58:53Z
react-hook-form,{'login': 'react-hook-form'},{'totalCount': 42487},{'totalCount': 1994},{'totalCount': 4642},{'totalCount': 4605},{'name': 'TypeScript'},2019-03-05T23:47:10Z
lx-music-desktop,{'login': 'lyswhut'},{'totalCount': 42429},{'totalCount': 78},{'totalCount': 1998},{'totalCount': 1183},{'name': 'TypeScript'},2019-08-14T14:31:08Z
kubernetes-the-hard-way,{'login': 'kelseyhightower'},{'totalCount': 42407},{'totalCount': 71},{'totalCount': 421},{'totalCount': 300},,2016-07-07T14:15:27Z
front-end-interview-handbook,{'login': 'yangshun'},{'totalCount': 42383},{'totalCount': 310},{'totalCount': 100},{'totalCount': 87},{'name': 'MDX'},2018-01-13T19:40:08Z
lazydocker,{'login': 'jesseduffield'},{'totalCount': 42137},{'totalCount': 186},{'totalCount': 342},{'totalCount': 185},{'name': 'Go'},2019-05-18T08:53:50Z
Leaflet,{'login': 'Leaflet'},{'totalCount': 42111},{'totalCount': 2998},{'totalCount': 5219},{'totalCount': 4804},{'name': 'JavaScript'},2010-09-22T16:57:44Z
Rocket.Chat,{'login': 'RocketChat'},{'totalCount': 42017},{'totalCount': 13571},{'totalCount': 16132},{'totalCount': 13606},{'name': 'TypeScript'},2015-05-19T07:36:09Z
git-flight-rules,{'login': 'k88hudson'},{'totalCount': 42009},{'totalCount': 224},{'totalCount': 73},{'totalCount': 55},,2014-07-22T20:35:09Z
vaultwarden,{'login': 'dani-garcia'},{'totalCount': 41983},{'totalCount': 913},{'totalCount': 2207},{'totalCount': 2196},{'name': 'Rust'},2018-02-17T22:40:20Z
pm2,{'login': 'Unitech'},{'totalCount': 41935},{'totalCount': 550},{'totalCount': 5037},{'totalCount': 4073},{'name': 'JavaScript'},2013-05-21T03:25:25Z
dbeaver,{'login': 'dbeaver'},{'totalCount': 41863},{'totalCount': 5539},{'totalCount': 18453},{'totalCount': 15615},{'name': 'Java'},2015-10-21T08:26:28Z
Alamofire,{'login': 'Alamofire'},{'totalCount': 41696},{'totalCount': 650},{'totalCount': 2780},{'totalCount': 2743},{'name': 'Swift'},2014-07-31T05:56:19Z
awesome-cheatsheets,{'login': 'LeCoupa'},{'totalCount': 41691},{'totalCount': 169},{'totalCount': 92},{'totalCount': 57},{'name': 'JavaScript'},2017-11-09T02:47:15Z
edex-ui,{'login': 'GitSquared'},{'totalCount': 41624},{'totalCount': 399},{'totalCount': 559},{'totalCount': 553},{'name': 'JavaScript'},2017-01-28T09:35:02Z
JeecgBoot,{'login': 'jeecgboot'},{'totalCount': 41606},{'totalCount': 88},{'totalCount': 6793},{'totalCount': 6756},{'name': 'Java'},2018-11-26T10:40:00Z
monaco-editor,{'login': 'microsoft'},{'totalCount': 41502},{'totalCount': 463},{'totalCount': 3751},{'totalCount': 3134},{'name': 'JavaScript'},2016-06-07T16:56:31Z
yarn,{'login': 'yarnpkg'},{'totalCount': 41501},{'totalCount': 1654},{'totalCount': 6597},{'totalCount': 4730},{'name': 'JavaScript'},2016-01-19T17:39:16Z
LLaMA-Factory,{'login': 'hiyouga'},{'totalCount': 41434},{'totalCount': 395},{'totalCount': 5983},{'totalCount': 5692},{'name': 'Python'},2023-05-28T10:09:12Z
awesome-design-patterns,{'login': 'DovAmir'},{'totalCount': 41346},{'totalCount': 31},{'totalCount': 15},{'totalCount': 5},,2018-06-04T17:47:48Z
acme.sh,{'login': 'acmesh-official'},{'totalCount': 41259},{'totalCount': 1373},{'totalCount': 3182},{'totalCount': 2171},{'name': 'Shell'},2015-12-26T12:56:33Z
prisma,{'login': 'prisma'},{'totalCount': 41245},{'totalCount': 5746},{'totalCount': 10881},{'totalCount': 8677},{'name': 'TypeScript'},2019-06-20T13:33:47Z
FreeDomain,{'login': 'DigitalPlatDev'},{'totalCount': 41142},{'totalCount': 0},{'totalCount': 0},{'totalCount': 0},{'name': 'HTML'},2024-05-30T13:23:00Z
reactjs-interview-questions,{'login': 'sudheerj'},{'totalCount': 41091},{'totalCount': 157},{'totalCount': 107},{'totalCount': 101},{'name': 'JavaScript'},2018-05-31T17:17:01Z
vue2-elm,{'login': 'bailicangdu'},{'totalCount': 41052},{'totalCount': 21},{'totalCount': 628},{'totalCount': 512},{'name': 'Vue'},2016-12-23T01:49:20Z
ChatGLM-6B,{'login': 'THUDM'},{'totalCount': 41024},{'totalCount': 49},{'totalCount': 1305},{'totalCount': 749},{'name': 'Python'},2023-03-13T12:00:18Z
what-happens-when,{'login': 'alex'},{'totalCount': 41009},{'totalCount': 108},{'totalCount': 290},{'totalCount': 53},,2013-11-07T04:30:06Z
GPT-SoVITS,{'login': 'RVC-Boss'},{'totalCount': 40986},{'totalCount': 279},{'totalCount': 1515},{'totalCount': 808},{'name': 'Python'},2024-01-14T18:05:21Z
python-patterns,{'login': 'faif'},{'totalCount': 40971},{'totalCount': 265},{'totalCount': 89},{'totalCount': 78},{'name': 'Python'},2012-06-06T21:02:35Z
metabase,{'login': 'metabase'},{'totalCount': 40926},{'totalCount': 28145},{'totalCount': 21673},{'totalCount': 17834},{'name': 'Clojure'},2015-02-02T19:25:47Z
pyenv,{'login': 'pyenv'},{'totalCount': 40862},{'totalCount': 936},{'totalCount': 1812},{'totalCount': 1747},{'name': 'Roff'},2012-08-31T06:57:52Z
uv,{'login': 'astral-sh'},{'totalCount': 40856},{'totalCount': 5768},{'totalCount': 5334},{'totalCount': 4109},{'name': 'Rust'},2023-10-02T20:24:11Z
odoo,{'login': 'odoo'},{'totalCount': 40767},{'totalCount': 6179},{'totalCount': 18040},{'totalCount': 15012},{'name': 'Python'},2014-05-13T15:38:58Z
dubbo,{'login': 'apache'},{'totalCount': 40735},{'totalCount': 5584},{'totalCount': 7132},{'totalCount': 6339},{'name': 'Java'},2012-06-19T07:56:02Z
styled-components,{'login': 'styled-components'},{'totalCount': 40677},{'totalCount': 953},{'totalCount': 2924},{'totalCount': 2639},{'name': 'TypeScript'},2016-08-16T06:41:32Z
spark,{'login': 'apache'},{'totalCount': 40585},{'totalCount': 7},{'totalCount': 0},{'totalCount': 0},{'name': 'Scala'},2014-02-25T08:00:08Z
swiper,{'login': 'nolimits4web'},{'totalCount': 40561},{'totalCount': 592},{'totalCount': 5653},{'totalCount': 5484},{'name': 'JavaScript'},2012-03-14T19:11:45Z
nw.js,{'login': 'nwjs'},{'totalCount': 40494},{'totalCount': 575},{'totalCount': 7360},{'totalCount': 6430},{'name': 'JavaScript'},2012-01-04T06:21:10Z
uni-app,{'login': 'dcloudio'},{'totalCount': 40437},{'totalCount': 322},{'totalCount': 4692},{'totalCount': 3638},{'name': 'JavaScript'},2018-07-12T08:52:39Z
LLMs-from-scratch,{'login': 'rasbt'},{'totalCount': 40379},{'totalCount': 279},{'totalCount': 120},{'totalCount': 120},{'name': 'Jupyter Notebook'},2023-07-23T18:15:57Z
diagrams,{'login': 'mingrammer'},{'totalCount': 40323},{'totalCount': 304},{'totalCount': 519},{'totalCount': 213},{'name': 'Python'},2020-02-02T15:23:24Z
ColossalAI,{'login': 'hpcaitech'},{'totalCount': 40292},{'totalCount': 3620},{'totalCount': 1687},{'totalCount': 1280},{'name': 'Python'},2021-10-28T16:19:44Z
vuetify,{'login': 'vuetifyjs'},{'totalCount': 40244},{'totalCount': 4068},{'totalCount': 14469},{'totalCount': 13944},{'name': 'TypeScript'},2016-09-12T00:39:35Z
CPlusPlusThings,{'login': 'Light-City'},{'totalCount': 40241},{'totalCount': 72},{'totalCount': 226},{'totalCount': 218},{'name': 'C++'},2019-07-14T08:45:45Z
kong,{'login': 'Kong'},{'totalCount': 40196},{'totalCount': 6381},{'totalCount': 4475},{'totalCount': 4420},{'name': 'Lua'},2014-11-17T23:56:08Z
maybe,{'login': 'maybe-finance'},{'totalCount': 40185},{'totalCount': 848},{'totalCount': 560},{'totalCount': 526},{'name': 'Ruby'},2024-01-01T22:23:46Z
stablediffusion,{'login': 'Stability-AI'},{'totalCount': 40168},{'totalCount': 18},{'totalCount': 318},{'totalCount': 76},{'name': 'Python'},2022-11-23T23:59:50Z
ailearning,{'login': 'apachecn'},{'totalCount': 40155},{'totalCount': 478},{'totalCount': 128},{'totalCount': 126},{'name': 'Python'},2017-02-25T08:53:02Z
sentry,{'login': 'getsentry'},{'totalCount': 40078},{'totalCount': 62684},{'totalCount': 14616},{'totalCount': 12510},{'name': 'Python'},2010-08-30T22:06:41Z
hexo,{'login': 'hexojs'},{'totalCount': 40006},{'totalCount': 932},{'totalCount': 3965},{'totalCount': 3886},{'name': 'TypeScript'},2012-09-23T15:17:08Z
autogen,{'login': 'microsoft'},{'totalCount': 39971},{'totalCount': 2067},{'totalCount': 2478},{'totalCount': 1965},{'name': 'Python'},2023-08-18T11:43:45Z
fastlane,{'login': 'fastlane'},{'totalCount': 39910},{'totalCount': 6212},{'totalCount': 13085},{'totalCount': 12472},{'name': 'Ruby'},2014-12-02T17:00:38Z
black,{'login': 'psf'},{'totalCount': 39724},{'totalCount': 1536},{'totalCount': 2670},{'totalCount': 2327},{'name': 'Python'},2018-03-14T19:54:45Z
nvm-windows,{'login': 'coreybutler'},{'totalCount': 39598},{'totalCount': 107},{'totalCount': 892},{'totalCount': 817},{'name': 'Go'},2014-09-20T16:37:28Z
nanoGPT,{'login': 'karpathy'},{'totalCount': 39521},{'totalCount': 45},{'totalCount': 324},{'totalCount': 105},{'name': 'Python'},2022-12-28T00:51:12Z
cobra,{'login': 'spf13'},{'totalCount': 39487},{'totalCount': 609},{'totalCount': 1180},{'totalCount': 971},{'name': 'Go'},2013-09-03T20:40:26Z
iina,{'login': 'iina'},{'totalCount': 39473},{'totalCount': 776},{'totalCount': 4033},{'totalCount': 2304},{'name': 'Swift'},2016-12-19T07:18:45Z
fanqiang,{'login': 'bannedbook'},{'totalCount': 39225},{'totalCount': 3},{'totalCount': 779},{'totalCount': 458},{'name': 'Kotlin'},2015-01-14T00:34:25Z
termux-app,{'login': 'termux'},{'totalCount': 39164},{'totalCount': 160},{'totalCount': 2765},{'totalCount': 2407},{'name': 'Java'},2015-10-23T09:42:46Z
llama_index,{'login': 'run-llama'},{'totalCount': 39152},{'totalCount': 6081},{'totalCount': 5905},{'totalCount': 5244},{'name': 'Python'},2022-11-02T04:24:54Z
ClickHouse,{'login': 'ClickHouse'},{'totalCount': 39134},{'totalCount': 44607},{'totalCount': 22818},{'totalCount': 19009},{'name': 'C++'},2016-06-02T08:28:18Z
ragflow,{'login': 'infiniflow'},{'totalCount': 39045},{'totalCount': 2253},{'totalCount': 2564},{'totalCount': 1486},{'name': 'TypeScript'},2023-12-12T06:13:13Z
cheat.sh,{'login': 'chubin'},{'totalCount': 38976},{'totalCount': 124},{'totalCount': 251},{'totalCount': 131},{'name': 'Python'},2017-05-07T21:40:56Z
tldraw,{'login': 'tldraw'},{'totalCount': 38945},{'totalCount': 2833},{'totalCount': 1439},{'totalCount': 1163},{'name': 'TypeScript'},2021-05-09T11:48:37Z
vllm,{'login': 'vllm-project'},{'totalCount': 38904},{'totalCount': 4672},{'totalCount': 6664},{'totalCount': 5374},{'name': 'Python'},2023-02-09T11:23:20Z
airflow,{'login': 'apache'},{'totalCount': 38893},{'totalCount': 24571},{'totalCount': 10760},{'totalCount': 9648},{'name': 'Python'},2015-04-13T18:04:58Z
materialize,{'login': 'Dogfalo'},{'totalCount': 38867},{'totalCount': 449},{'totalCount': 5223},{'totalCount': 4599},{'name': 'JavaScript'},2014-09-12T19:35:38Z
Deep-Learning-Papers-Reading-Roadmap,{'login': 'floodsung'},{'totalCount': 38781},{'totalCount': 28},{'totalCount': 55},{'totalCount': 5},{'name': 'Python'},2016-10-14T11:49:48Z
tabler,{'login': 'tabler'},{'totalCount': 38762},{'totalCount': 592},{'totalCount': 962},{'totalCount': 923},{'name': 'HTML'},2018-02-01T09:08:59Z
php-src,{'login': 'php'},{'totalCount': 38697},{'totalCount': 3717},{'totalCount': 3825},{'totalCount': 3051},{'name': 'C'},2011-06-16T01:52:25Z
bert,{'login': 'google-research'},{'totalCount': 38688},{'totalCount': 32},{'totalCount': 1144},{'totalCount': 354},{'name': 'Python'},2018-10-25T22:57:34Z
v2rayNG,{'login': '2dust'},{'totalCount': 38613},{'totalCount': 406},{'totalCount': 3141},{'totalCount': 3130},{'name': 'Kotlin'},2019-05-15T02:15:31Z
chinese-independent-developer,{'login': '1c7'},{'totalCount': 38591},{'totalCount': 267},{'totalCount': 162},{'totalCount': 161},,2017-09-21T11:08:23Z
esbuild,{'login': 'evanw'},{'totalCount': 38588},{'totalCount': 235},{'totalCount': 3613},{'totalCount': 3131},{'name': 'Go'},2016-06-14T16:08:50Z
chakra-ui,{'login': 'chakra-ui'},{'totalCount': 38572},{'totalCount': 2654},{'totalCount': 3973},{'totalCount': 3967},{'name': 'TypeScript'},2019-08-17T14:27:54Z
video.js,{'login': 'videojs'},{'totalCount': 38447},{'totalCount': 1793},{'totalCount': 5332},{'totalCount': 4792},{'name': 'JavaScript'},2010-05-14T18:45:10Z
markitdown,{'login': 'microsoft'},{'totalCount': 38446},{'totalCount': 78},{'totalCount': 171},{'totalCount': 37},{'name': 'HTML'},2024-11-13T19:56:40Z
wrk,{'login': 'wg'},{'totalCount': 38439},{'totalCount': 0},{'totalCount': 405},{'totalCount': 262},{'name': 'C'},2012-03-20T11:12:28Z
anything-llm,{'login': 'Mintplex-Labs'},{'totalCount': 38436},{'totalCount': 855},{'totalCount': 2144},{'totalCount': 1925},{'name': 'JavaScript'},2023-06-04T02:29:14Z
cli,{'login': 'cli'},{'totalCount': 38344},{'totalCount': 2385},{'totalCount': 4640},{'totalCount': 3932},{'name': 'Go'},2019-10-03T15:24:53Z
50projects50days,{'login': 'bradtraversy'},{'totalCount': 38262},{'totalCount': 43},{'totalCount': 0},{'totalCount': 0},{'name': 'CSS'},2020-11-16T14:39:01Z
Made-With-ML,{'login': 'GokuMohandas'},{'totalCount': 38207},{'totalCount': 147},{'totalCount': 73},{'totalCount': 57},{'name': 'Jupyter Notebook'},2018-11-05T03:44:27Z
bevy,{'login': 'bevyengine'},{'totalCount': 38051},{'totalCount': 4932},{'totalCount': 6342},{'totalCount': 4240},{'name': 'Rust'},2020-01-18T21:13:55Z
mitmproxy,{'login': 'mitmproxy'},{'totalCount': 38003},{'totalCount': 2527},{'totalCount': 3467},{'totalCount': 3145},{'name': 'Python'},2010-02-16T04:10:13Z
tidb,{'login': 'pingcap'},{'totalCount': 37961},{'totalCount': 31477},{'totalCount': 20106},{'totalCount': 16360},{'name': 'Go'},2015-09-06T04:01:52Z
whisper.cpp,{'login': 'ggerganov'},{'totalCount': 37960},{'totalCount': 623},{'totalCount': 1529},{'totalCount': 714},{'name': 'C++'},2022-09-25T18:26:37Z
English-level-up-tips,{'login': 'byoungd'},{'totalCount': 37958},{'totalCount': 26},{'totalCount': 99},{'totalCount': 72},{'name': 'HTML'},2017-05-30T07:18:52Z
TTS,{'login': 'coqui-ai'},{'totalCount': 37903},{'totalCount': 467},{'totalCount': 1150},{'totalCount': 1140},{'name': 'Python'},2020-05-20T15:45:28Z
FastChat,{'login': 'lm-sys'},{'totalCount': 37884},{'totalCount': 848},{'totalCount': 1863},{'totalCount': 1063},{'name': 'Python'},2023-03-19T00:18:02Z
styleguide,{'login': 'google'},{'totalCount': 37869},{'totalCount': 176},{'totalCount': 343},{'totalCount': 235},{'name': 'HTML'},2015-05-20T19:18:59Z
zju-icicles,{'login': 'QSCTech'},{'totalCount': 37852},{'totalCount': 222},{'totalCount': 78},{'totalCount': 68},{'name': 'HTML'},2016-06-28T16:17:32Z
typst,{'login': 'typst'},{'totalCount': 37824},{'totalCount': 1540},{'totalCount': 2977},{'totalCount': 2236},{'name': 'Rust'},2019-09-24T21:41:56Z
MPAndroidChart,{'login': 'PhilJay'},{'totalCount': 37821},{'totalCount': 190},{'totalCount': 4957},{'totalCount': 2894},{'name': 'Java'},2014-04-25T14:29:47Z
impress.js,{'login': 'impress'},{'totalCount': 37714},{'totalCount': 121},{'totalCount': 481},{'totalCount': 426},{'name': 'JavaScript'},2011-12-28T22:23:19Z
streamlit,{'login': 'streamlit'},{'totalCount': 37691},{'totalCount': 4622},{'totalCount': 4828},{'totalCount': 3879},{'name': 'Python'},2019-08-24T00:14:52Z
coolify,{'login': 'coollabsio'},{'totalCount': 37594},{'totalCount': 1430},{'totalCount': 2292},{'totalCount': 1899},{'name': 'PHP'},2021-01-25T20:54:01Z
EasySpider,{'login': 'NaiboWang'},{'totalCount': 37589},{'totalCount': 40},{'totalCount': 606},{'totalCount': 445},{'name': 'JavaScript'},2020-07-18T02:41:27Z
phaser,{'login': 'phaserjs'},{'totalCount': 37581},{'totalCount': 1704},{'totalCount': 4469},{'totalCount': 4398},{'name': 'JavaScript'},2013-04-12T12:27:51Z
gorm,{'login': 'go-gorm'},{'totalCount': 37568},{'totalCount': 730},{'totalCount': 5881},{'totalCount': 5473},{'name': 'Go'},2013-10-25T08:31:38Z
expo,{'login': 'expo'},{'totalCount': 37544},{'totalCount': 15784},{'totalCount': 15718},{'totalCount': 15209},{'name': 'TypeScript'},2016-08-15T17:14:25Z
zig,{'login': 'ziglang'},{'totalCount': 37541},{'totalCount': 8517},{'totalCount': 12050},{'totalCount': 8978},{'name': 'Zig'},2015-08-06T00:51:28Z
awesome-compose,{'login': 'docker'},{'totalCount': 37516},{'totalCount': 149},{'totalCount': 123},{'totalCount': 40},{'name': 'HTML'},2020-02-13T08:51:42Z
vim,{'login': 'vim'},{'totalCount': 37507},{'totalCount': 438},{'totalCount': 8548},{'totalCount': 7086},{'name': 'Vim Script'},2015-08-18T21:03:56Z
